,time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
179,00:09.0,0.832519531,0.066162109,0.123291016,-2.9296875,35.88867188,4.699707031
180,00:09.0,0.857177734,0.064941406,0.086669922,-2.9296875,24.84130859,2.9296875
181,00:09.0,0.883300781,0.067382813,0.051025391,-4.211425781,16.29638672,2.319335938
182,00:09.0,0.918457031,0.062255859,0.045166016,-5.737304688,12.02392578,2.807617188
183,00:09.0,0.94140625,0.061035156,0.052001953,-5.737304688,11.35253906,3.41796875
184,00:09.0,0.939941406,0.063964844,0.052734375,-4.028320313,13.30566406,4.333496094
185,00:09.0,0.926513672,0.073242188,0.057617188,-1.403808594,17.63916016,4.760742188
186,00:09.0,0.900878906,0.085205078,0.062988281,0.915527344,20.69091797,3.967285156
187,00:09.0,0.870605469,0.103027344,0.063720703,2.014160156,20.62988281,2.624511719
188,00:09.0,0.877441406,0.118652344,0.066894531,1.831054688,19.04296875,1.770019531
189,00:09.0,0.913574219,0.123779297,0.078613281,0.366210938,16.05224609,0.915527344
190,00:09.0,0.944091797,0.111816406,0.087158203,-2.685546875,12.20703125,0.244140625
191,00:09.0,0.963867188,0.086669922,0.084960938,-6.591796875,10.13183594,1.098632813
192,00:09.1,0.978515625,0.058349609,0.097412109,-9.338378906,9.155273438,2.136230469
193,00:09.1,0.974609375,0.036376953,0.118164063,-9.216308594,8.178710938,2.014160156
194,00:09.1,0.944824219,0.026855469,0.122314453,-6.408691406,8.972167969,1.647949219
195,00:09.1,0.928466797,0.037109375,0.110351563,-1.46484375,11.96289063,1.220703125
196,00:09.1,0.917480469,0.063476563,0.092041016,3.234863281,13.06152344,-0.48828125
197,00:09.1,0.911376953,0.085205078,0.080078125,4.821777344,11.16943359,-2.258300781
198,00:09.1,0.915283203,0.090087891,0.090332031,2.502441406,9.27734375,-1.586914063
199,00:09.1,0.92578125,0.080566406,0.123779297,-1.037597656,9.399414063,-0.244140625
200,00:09.1,0.927246094,0.069824219,0.135742188,-2.868652344,10.00976563,-0.183105469
201,00:09.1,0.930175781,0.068359375,0.114990234,-2.502441406,9.887695313,-0.183105469
202,00:09.1,0.952148438,0.075927734,0.099609375,-1.525878906,9.521484375,0.305175781
203,00:09.1,0.976074219,0.084228516,0.107910156,-1.342773438,8.605957031,0.915527344
204,00:09.1,0.969238281,0.092041016,0.133544922,-1.647949219,7.202148438,1.281738281
205,00:09.1,0.961669922,0.094726563,0.145507813,-1.708984375,7.507324219,1.220703125
206,00:09.1,0.968261719,0.095214844,0.140625,-1.525878906,8.239746094,0.427246094
207,00:09.1,0.964111328,0.088378906,0.127441406,-1.953125,8.056640625,-0.427246094
208,00:09.1,0.940185547,0.076660156,0.106689453,-3.173828125,8.7890625,0.183105469
209,00:09.1,0.939697266,0.065429688,0.096679688,-4.638671875,10.86425781,1.892089844
210,00:09.1,0.942871094,0.058349609,0.098144531,-4.699707031,12.75634766,1.831054688
211,00:09.1,0.931640625,0.052978516,0.08984375,-3.967285156,14.40429688,1.159667969
212,00:09.1,0.930908203,0.051269531,0.086669922,-3.051757813,17.45605469,1.647949219
213,00:09.1,0.928222656,0.05078125,0.100585938,-2.868652344,17.82226563,1.525878906
214,00:09.1,0.916748047,0.053222656,0.129638672,-2.807617188,14.70947266,1.037597656
215,00:09.1,0.912841797,0.056152344,0.145507813,-2.563476563,13.18359375,1.342773438
216,00:09.1,0.923095703,0.061767578,0.155761719,-2.014160156,13.12255859,1.342773438
217,00:09.1,0.92578125,0.068847656,0.172363281,-1.647949219,10.19287109,0.366210938
218,00:09.2,0.926269531,0.071044922,0.182861328,-1.46484375,7.019042969,0.366210938
219,00:09.2,0.953369141,0.072998047,0.174804688,-0.122070313,9.826660156,1.647949219
220,00:09.2,0.983886719,0.078369141,0.137939453,1.892089844,17.02880859,1.159667969
221,00:09.2,0.980957031,0.087158203,0.094970703,2.502441406,24.10888672,-1.037597656
222,00:09.2,0.956787109,0.0859375,0.073730469,0.671386719,28.62548828,-1.953125
223,00:09.2,0.940185547,0.080810547,0.096191406,-1.46484375,31.31103516,-0.366210938
224,00:09.2,0.932373047,0.082275391,0.113525391,-1.281738281,34.1796875,0.9765625
225,00:09.2,0.904296875,0.093994141,0.110595703,0.48828125,35.70556641,0.366210938
226,00:09.2,0.880126953,0.102294922,0.130126953,0.915527344,34.05761719,0.366210938
227,00:09.2,0.883789063,0.09375,0.176025391,-0.183105469,29.60205078,1.220703125
228,00:09.2,0.880371094,0.081054688,0.226318359,-1.892089844,24.10888672,1.647949219
229,00:09.2,0.867919922,0.061523438,0.242431641,-2.746582031,18.43261719,2.136230469
230,00:09.2,0.8984375,0.051269531,0.249023438,-1.770019531,13.91601563,2.868652344
231,00:09.2,0.946533203,0.045410156,0.237060547,-0.061035156,11.65771484,2.075195313
232,00:09.2,0.959716797,0.044433594,0.219970703,1.281738281,12.45117188,1.46484375
233,00:09.2,0.971191406,0.040527344,0.226806641,2.136230469,16.78466797,2.563476563
234,00:09.2,0.979248047,0.043701172,0.236328125,3.41796875,21.11816406,2.258300781
235,00:09.2,0.939941406,0.061279297,0.219726563,5.126953125,21.85058594,-0.244140625
236,00:09.2,0.9140625,0.080566406,0.189941406,5.37109375,19.22607422,-0.9765625
237,00:09.2,0.930175781,0.096191406,0.186523438,4.028320313,13.671875,-0.793457031
238,00:09.2,0.947998047,0.096191406,0.203125,1.586914063,8.7890625,-1.220703125
239,00:09.2,0.969482422,0.078125,0.231689453,-0.9765625,9.826660156,-1.037597656
240,00:09.2,0.962890625,0.055664063,0.258544922,-2.197265625,14.40429688,-0.48828125
241,00:09.2,0.90625,0.051025391,0.267822266,-1.708984375,13.91601563,-1.159667969
242,00:09.2,0.861816406,0.058349609,0.247802734,-0.732421875,7.629394531,-1.770019531
243,00:09.3,0.883056641,0.058349609,0.243652344,-0.549316406,2.502441406,-1.342773438
244,00:09.3,0.918701172,0.057617188,0.259521484,-0.854492188,0.061035156,-1.159667969
245,00:09.3,0.924072266,0.060546875,0.249511719,-0.244140625,0.793457031,-1.220703125
246,00:09.3,0.929443359,0.071044922,0.217529297,0.9765625,4.699707031,-0.549316406
247,00:09.3,0.94140625,0.082763672,0.190429688,1.647949219,7.751464844,-0.366210938
248,00:09.3,0.944580078,0.091308594,0.190429688,1.403808594,8.7890625,-0.854492188
249,00:09.3,0.943603516,0.083984375,0.187255859,0.244140625,10.31494141,-0.183105469
250,00:09.3,0.948730469,0.074462891,0.184814453,-1.46484375,14.09912109,1.098632813
251,00:09.3,0.934814453,0.069824219,0.180419922,-2.990722656,13.73291016,0.427246094
252,00:09.7,0.900634766,0.071777344,0.184814453,-3.723144531,7.8125,-0.854492188
253,00:09.7,0.896972656,0.072021484,0.210205078,-3.845214844,2.624511719,-0.549316406
254,00:09.7,0.915283203,0.05859375,0.253662109,-3.601074219,-0.915527344,0.427246094
255,00:09.7,0.907714844,0.053222656,0.276611328,-2.319335938,-2.685546875,0.366210938
256,00:09.7,0.900146484,0.0546875,0.2578125,-0.793457031,-1.770019531,0.244140625
257,00:09.7,0.920166016,0.060302734,0.240966797,0.183105469,-0.366210938,0.305175781
258,00:09.7,0.936035156,0.070556641,0.236328125,0.48828125,-0.671386719,-0.671386719
259,00:09.7,0.922851563,0.079101563,0.233154297,0.732421875,0.061035156,-0.9765625
260,00:09.7,0.918212891,0.078613281,0.226806641,0.48828125,3.601074219,0.183105469
261,00:09.7,0.918701172,0.076171875,0.223144531,0.427246094,5.981445313,0.305175781
262,00:09.7,0.901367188,0.083007813,0.211914063,0.48828125,5.859375,-0.671386719
263,00:09.7,0.898681641,0.085693359,0.200439453,-0.305175781,5.615234375,0.183105469
264,00:09.7,0.93359375,0.081542969,0.219238281,-1.708984375,5.065917969,1.281738281
265,00:09.7,0.942138672,0.075683594,0.241699219,-2.990722656,1.770019531,0.610351563
266,00:09.7,0.917724609,0.063964844,0.245361328,-3.601074219,-0.610351563,0.854492188
267,00:09.7,0.908935547,0.052734375,0.247314453,-2.868652344,1.037597656,1.831054688
268,00:09.7,0.906738281,0.058105469,0.243652344,-0.915527344,2.990722656,1.037597656
269,00:09.8,0.903076172,0.072265625,0.233886719,0.9765625,4.455566406,-0.122070313
270,00:09.8,0.910644531,0.080810547,0.229980469,1.098632813,6.713867188,0.9765625
271,00:09.8,0.92578125,0.080810547,0.248046875,0.122070313,8.911132813,2.258300781
272,00:09.8,0.920410156,0.082275391,0.254394531,-0.427246094,10.98632813,2.380371094
273,00:09.8,0.898681641,0.081787109,0.242675781,-0.244140625,14.34326172,3.173828125
274,00:09.8,0.919921875,0.077636719,0.235107422,-0.671386719,19.40917969,4.333496094
275,00:09.8,0.917724609,0.078125,0.239746094,-1.342773438,21.78955078,3.662109375
276,00:09.8,0.9140625,0.070068359,0.243164063,-2.075195313,23.74267578,4.455566406
277,00:09.8,0.951660156,0.044677734,0.276123047,-2.136230469,31.37207031,8.605957031
278,00:09.8,1.011230469,0.013427734,0.3125,-1.342773438,47.24121094,12.32910156
279,00:09.8,0.997802734,0.007324219,0.326904297,0.854492188,62.5,11.10839844
280,00:09.8,0.917236328,0.034667969,0.298339844,2.380371094,64.33105469,4.821777344
281,00:09.8,0.820556641,0.085693359,0.261474609,2.990722656,47.60742188,-2.746582031
282,00:09.8,0.791015625,0.126708984,0.236083984,0.732421875,18.49365234,-6.34765625
283,00:09.8,0.841064453,0.124511719,0.248046875,-4.638671875,-9.27734375,-5.981445313
284,00:09.8,0.912353516,0.077636719,0.277587891,-10.7421875,-24.4140625,-4.150390625
285,00:09.8,0.955810547,0.026611328,0.281494141,-13.30566406,-27.22167969,-3.295898438
286,00:09.8,0.983154297,0.005126953,0.236816406,-11.41357422,-23.07128906,-4.211425781
287,00:09.8,0.983886719,0.016845703,0.188964844,-7.446289063,-16.11328125,-4.455566406
288,00:09.8,0.98046875,0.040283203,0.164794922,-4.577636719,-5.065917969,-2.624511719
289,00:09.8,1.001464844,0.050537109,0.201171875,-4.39453125,10.62011719,-1.220703125
290,00:09.8,0.968017578,0.038330078,0.251953125,-6.103515625,23.13232422,0.549316406
291,00:09.8,0.933105469,0.006591797,0.281982422,-8.850097656,37.59765625,4.943847656
292,00:09.8,0.915039063,-0.03125,0.236083984,-9.826660156,61.88964844,13.61083984
293,00:09.8,0.948730469,-0.075683594,0.157958984,-10.92529297,95.15380859,26.61132813
294,00:09.9,1.047851563,-0.127929688,0.105224609,-13.06152344,138.0615234,38.14697266
295,00:09.9,1.129394531,-0.195800781,0.105957031,-14.09912109,183.4106445,42.48046875
296,00:09.9,1.122802734,-0.293945313,0.185302734,-10.13183594,224.609375,42.54150391
297,00:09.9,1.040527344,-0.395996094,0.372314453,5.615234375,261.1694336,40.22216797
298,00:09.9,0.901123047,-0.403076172,0.586181641,34.91210938,286.4379883,36.1328125
299,00:09.9,0.770996094,-0.239746094,0.704101563,66.16210938,296.081543,32.53173828
300,00:09.9,0.665283203,0.011474609,0.736572266,83.06884766,294.128418,24.47509766
301,00:09.9,0.615478516,0.192382813,0.754150391,77.02636719,285.4003906,7.995605469
302,00:09.9,0.644287109,0.259277344,0.770751953,57.67822266,275.6958008,-14.09912109
303,00:09.9,0.723632813,0.237060547,0.784667969,39.55078125,273.0102539,-39.18457031
304,00:09.9,0.859130859,0.216064453,0.802490234,28.68652344,278.9306641,-62.37792969
305,00:09.9,0.971191406,0.255615234,0.803222656,20.5078125,291.6870117,-78.125
306,00:09.9,0.977539063,0.329589844,0.775146484,6.8359375,308.6547852,-88.01269531
307,00:09.9,0.892333984,0.398925781,0.747558594,-13.24462891,325.0732422,-100.7080078
308,00:09.9,0.752929688,0.447265625,0.753417969,-33.38623047,333.984375,-118.1640625
309,00:09.9,0.639404297,0.491210938,0.760253906,-52.00195313,333.3129883,-132.6293945
310,00:09.9,0.528564453,0.515136719,0.767578125,-72.69287109,326.7822266,-141.1132813
311,00:09.9,0.397460938,0.483886719,0.773681641,-91.91894531,316.3452148,-147.3388672
312,00:09.9,0.255371094,0.3984375,0.747802734,-104.5532227,306.2133789,-151.6113281
313,00:09.9,0.137207031,0.317871094,0.710205078,-108.0322266,294.7387695,-153.8696289
314,00:09.9,0.079833984,0.268066406,0.685791016,-104.4311523,283.6914063,-156.0668945
315,00:09.9,0.021972656,0.2421875,0.6953125,-98.69384766,274.7802734,-159.6069336
316,00:09.9,-0.056396484,0.211669922,0.750244141,-95.88623047,264.0991211,-163.2080078
317,00:09.9,-0.159667969,0.168212891,0.849853516,-96.00830078,248.4741211,-165.3442383
318,00:09.9,-0.288085938,0.102539063,1.034667969,-99.97558594,223.2055664,-168.5791016
319,00:10.0,-0.395751953,0.030517578,1.177978516,-104.3701172,192.0776367,-172.5463867
320,00:10.0,-0.436523438,0.036132813,1.227294922,-102.2949219,156.0058594,-165.8325195
321,00:10.0,-0.402832031,0.086181641,1.212158203,-99.24316406,115.1733398,-151.6113281
322,00:10.0,-0.303710938,0.125244141,1.199707031,-101.3183594,75.25634766,-136.3525391
323,00:10.0,-0.248046875,0.104003906,1.117431641,-109.7412109,42.05322266,-117.9199219
324,00:10.0,-0.290527344,0.05078125,0.945068359,-118.347168,17.15087891,-98.38867188
325,00:10.0,-0.323242188,0.001220703,0.866210938,-123.5351563,-1.831054688,-84.04541016
326,00:10.0,-0.266845703,-0.0703125,0.922851563,-124.5117188,-15.50292969,-73.48632813
327,00:10.0,-0.178222656,-0.185302734,0.971191406,-121.9482422,-16.6015625,-65.97900391
328,00:10.0,0.147705078,-0.356933594,1.236816406,-112.487793,-0.793457031,-69.03076172
329,00:10.0,0.280761719,-0.496337891,1.341552734,-95.03173828,28.50341797,-84.10644531
330,00:10.0,0.27734375,-0.491699219,1.292724609,-75.01220703,53.46679688,-97.16796875
331,00:10.0,0.263916016,-0.432128906,1.342285156,-56.51855469,74.95117188,-103.2714844
332,00:10.0,0.149414063,-0.372558594,1.298828125,-45.53222656,89.96582031,-96.98486328
333,00:10.0,-0.011962891,-0.346923828,1.203857422,-37.84179688,92.28515625,-82.88574219
334,00:10.0,-0.106689453,-0.330078125,1.094970703,-26.85546875,88.37890625,-70.98388672
335,00:10.0,-0.162353516,-0.288330078,1.003662109,-15.44189453,83.49609375,-68.84765625
336,00:10.0,-0.205078125,-0.266113281,0.935791016,-10.19287109,75.56152344,-68.48144531
337,00:10.0,-0.235107422,-0.254638672,0.863037109,-6.8359375,65.30761719,-64.51416016
338,00:10.0,-0.247802734,-0.280029297,0.807128906,-6.042480469,56.03027344,-59.50927734
339,00:10.0,-0.268554688,-0.345458984,0.731933594,-8.056640625,53.46679688,-56.45751953
340,00:10.0,-0.30078125,-0.381347656,0.733398438,-7.446289063,54.13818359,-53.7109375
341,00:10.0,-0.342285156,-0.405761719,0.753417969,-4.455566406,45.83740234,-47.18017578
342,00:10.0,-0.315185547,-0.524169922,0.732421875,2.380371094,29.72412109,-34.79003906
343,00:10.0,-0.491455078,-0.672607422,0.618164063,67.32177734,-14.34326172,30.33447266
344,00:10.0,-0.513671875,-0.145263672,0.709228516,121.0327148,-26.73339844,17.88330078
345,00:10.1,-0.454101563,-0.095458984,0.864746094,55.35888672,-35.15625,2.44140625
346,00:10.1,-0.437988281,-0.239013672,0.805175781,9.033203125,-77.20947266,14.16015625
347,00:10.1,-0.420898438,-0.398925781,0.788818359,-12.39013672,-103.3325195,22.15576172
348,00:10.1,-0.388427734,-0.481201172,0.828613281,-10.55908203,-133.4838867,25.81787109
349,00:10.1,-0.336914063,-0.4765625,0.921875,2.9296875,-161.5600586,32.71484375
350,00:10.1,-0.257324219,-0.446777344,1.003173828,15.56396484,-187.1337891,38.51318359
351,00:10.1,-0.158447266,-0.423339844,1.036865234,23.13232422,-208.2519531,40.40527344
352,00:10.1,-0.076171875,-0.415283203,1.067626953,26.12304688,-227.2949219,42.05322266
353,00:10.9,-0.020263672,-0.41015625,1.077636719,28.44238281,-242.4316406,46.75292969
354,00:10.9,0.038818359,-0.380371094,1.027099609,33.81347656,-253.4790039,52.734375
355,00:10.9,0.281982422,-0.329345703,0.921142578,41.25976563,-246.1547852,50.23193359
356,00:10.9,0.478515625,-0.293945313,0.896972656,46.93603516,-204.0405273,28.93066406
357,00:10.9,0.606201172,-0.290283203,0.868164063,52.12402344,-155.3955078,12.51220703
358,00:10.9,0.688964844,-0.288574219,0.858398438,56.51855469,-100.0976563,3.479003906
359,00:10.9,0.667724609,-0.209472656,0.875244141,59.93652344,-44.61669922,-0.854492188
360,00:10.9,0.523681641,-0.103027344,0.886474609,57.06787109,1.159667969,-2.014160156
361,00:10.9,0.337158203,-0.025146484,0.924804688,47.42431641,29.11376953,6.530761719
362,00:10.9,0.187744141,-0.019287109,0.988769531,32.95898438,37.17041016,19.04296875
363,00:10.9,0.089111328,-0.060791016,1.041503906,20.01953125,32.95898438,26.91650391
364,00:10.9,0.062255859,-0.116699219,1.081054688,13.00048828,24.04785156,28.86962891
365,00:10.9,0.092773438,-0.164306641,1.096435547,10.92529297,15.19775391,27.95410156
366,00:10.9,0.124511719,-0.178466797,1.083251953,10.98632813,10.55908203,27.16064453
367,00:10.9,0.150878906,-0.187255859,1.066162109,10.86425781,10.7421875,26.85546875
368,00:10.9,0.161865234,-0.207763672,1.032470703,12.14599609,13.85498047,26.18408203
369,00:10.9,0.142089844,-0.210205078,0.991943359,16.23535156,18.12744141,24.90234375
370,00:10.9,0.1015625,-0.170654297,0.985107422,21.66748047,21.11816406,23.62060547
371,00:10.9,0.072265625,-0.126953125,1.012939453,24.4140625,21.30126953,22.70507813
372,00:10.9,0.069824219,-0.115234375,1.041015625,23.68164063,19.16503906,22.70507813
373,00:11.0,0.084228516,-0.119140625,1.079833984,21.72851563,17.70019531,21.72851563
374,00:11.0,0.097167969,-0.119628906,1.114746094,19.77539063,18.18847656,20.01953125
375,00:11.0,0.119384766,-0.104492188,1.106689453,18.00537109,19.95849609,20.44677734
376,00:11.0,0.146728516,-0.099853516,1.070556641,15.07568359,22.4609375,20.08056641
377,00:11.0,0.140869141,-0.115234375,1.043457031,12.93945313,25.32958984,18.00537109
378,00:11.0,0.12109375,-0.120849609,1.039306641,13.85498047,26.61132813,16.47949219
379,00:11.0,0.107177734,-0.106201172,1.018310547,15.74707031,25.69580078,15.93017578
380,00:11.0,0.098876953,-0.084960938,0.989501953,15.38085938,24.04785156,14.46533203
381,00:11.0,0.085205078,-0.040771484,0.979980469,14.09912109,22.82714844,9.216308594
382,00:11.0,0.066894531,-0.028076172,0.990966797,10.55908203,20.81298828,2.197265625
383,00:11.0,0.054443359,-0.048095703,1,6.225585938,17.21191406,-0.061035156
